sequence,class
"[(0.0, 'calories_1', 24780.0), (0.0, 'bpm_2', 10500.0), (300.0, 'calories_2', 16260.0), (570.0, 'wake', 270.0), (780.0, 'calories_3', 2160.0), (840.0, 'light', 750.0), (1590.0, 'deep', 1410.0), (1860.0, 'distance_1', 11100.0), (1860.0, 'steps_1', 11100.0), (1860.0, 'bpm_3', 11580.0), (3000.0, 'light', 990.0), (3120.0, 'bpm_1', 20760.0), (3990.0, 'deep', 2130.0), (6120.0, 'light', 1140.0), (7260.0, 'deep', 960.0), (8220.0, 'light', 270.0), (8490.0, 'rem', 360.0), (8850.0, 'light', 390.0), (9240.0, 'rem', 270.0), (9510.0, 'light', 5910.0), (11880.0, 'bpm_2', 12360.0), (15420.0, 'wake', 600.0), (16020.0, 'light', 360.0), (16380.0, 'rem', 2430.0), (18810.0, 'light', 2940.0), (18960.0, 'distance_1', 24360.0), (18960.0, 'steps_1', 24240.0), (21360.0, 'bpm_4', 16380.0), (21750.0, 'rem', 540.0), (21900.0, 'distance_2', 15720.0), (21900.0, 'steps_2', 15720.0), (22290.0, 'light', 450.0), (22560.0, 'calories_2', 21660.0), (22740.0, 'rem', 1230.0), (22920.0, 'bpm_3', 18420.0), (23940.0, 'calories_3', 17340.0), (23970.0, 'light', 1050.0), (24840.0, 'calories_1', 19860.0), (25020.0, 'SleepScore', 75.0), (26043.0, 'Walk', 1075000.0), (28620.0, 'bpm_2', 12660.0), (29400.0, 'bpm_1', 11820.0), (34337.0, 'Walk', 1076000.0), (40500.0, 'distance_2', 16560.0), (40500.0, 'steps_2', 16560.0), (41352.0, 'Walk', 1024000.0), (41400.0, 'bpm_4', 11340.0), (43219.0, 'Run', 28486000.0), (43237.0, 'Run', 4635000.0), (44100.0, 'calories_3', 27900.0), (47940.0, 'distance_1', 24060.0), (48060.0, 'steps_1', 23940.0), (49440.0, 'bpm_1', 18300.0), (50100.0, 'bpm_3', 21900.0), (52860.0, 'bpm_4', 17460.0), (53220.0, 'calories_2', 18480.0), (57300.0, 'distance_2', 14340.0), (57300.0, 'steps_2', 14340.0), (59220.0, 'calories_1', 11580.0), (69960.0, 'bpm_2', 0.0)]",1
"[(0.0, 'calories_3', 2580.0), (0.0, 'bpm_2', 35760.0), (60.0, 'calories_2', 20160.0), (120.0, 'calories_1', 39240.0), (240.0, 'distance_1', 20220.0), (240.0, 'steps_1', 20220.0), (1080.0, 'bpm_3', 28920.0), (2460.0, 'wake', 420.0), (2880.0, 'light', 390.0), (3270.0, 'deep', 2160.0), (5430.0, 'light', 510.0), (5940.0, 'rem', 690.0), (6630.0, 'light', 1050.0), (7680.0, 'deep', 1590.0), (9270.0, 'light', 1650.0), (9480.0, 'bpm_1', 19500.0), (10920.0, 'rem', 360.0), (11280.0, 'light', 720.0), (12000.0, 'rem', 330.0), (12330.0, 'light', 510.0), (12840.0, 'rem', 270.0), (13110.0, 'light', 420.0), (13530.0, 'deep', 840.0), (14370.0, 'light', 1320.0), (15690.0, 'rem', 360.0), (16050.0, 'light', 2880.0), (18930.0, 'rem', 390.0), (19320.0, 'wake', 300.0), (19620.0, 'light', 3630.0), (21720.0, 'distance_1', 22140.0), (21720.0, 'steps_1', 22140.0), (22620.0, 'calories_2', 24000.0), (23250.0, 'wake', 930.0), (24180.0, 'light', 570.0), (24750.0, 'rem', 2460.0), (27210.0, 'light', 1050.0), (28260.0, 'wake', 270.0), (28530.0, 'light', 450.0), (28980.0, 'rem', 270.0), (29250.0, 'SleepScore', 72.0), (29760.0, 'bpm_4', 23520.0), (30060.0, 'bpm_3', 41460.0), (30720.0, 'calories_3', 19860.0), (31020.0, 'distance_2', 15600.0), (31020.0, 'steps_2', 15600.0), (37860.0, 'bpm_1', 8340.0), (42060.0, 'calories_1', 29940.0), (42506.0, 'Walk', 973000.0), (43980.0, 'distance_1', 27960.0), (43980.0, 'steps_1', 27960.0), (46140.0, 'bpm_2', 25860.0), (47400.0, 'calories_2', 24360.0), (48180.0, 'distance_2', 11400.0), (48180.0, 'steps_2', 11400.0), (51780.0, 'calories_3', 20100.0), (52740.0, 'bpm_1', 4500.0), (57300.0, 'bpm_4', 14580.0), (59640.0, 'bpm_1', 11160.0), (63360.0, 'distance_2', 8460.0), (63360.0, 'steps_2', 8460.0)]",2
"[(0.0, 'calories_1', 22920.0), (0.0, 'bpm_2', 13080.0), (120.0, 'calories_2', 32160.0), (660.0, 'calories_3', 1140.0), (960.0, 'bpm_3', 9420.0), (1680.0, 'wake', 420.0), (2040.0, 'bpm_4', 60.0), (2100.0, 'distance_1', 15180.0), (2100.0, 'steps_1', 15180.0), (2100.0, 'light', 60.0), (2160.0, 'deep', 330.0), (2490.0, 'light', 960.0), (3450.0, 'deep', 1320.0), (4770.0, 'light', 630.0), (5400.0, 'rem', 1980.0), (7380.0, 'light', 840.0), (7500.0, 'bpm_1', 19500.0), (8220.0, 'deep', 1440.0), (9660.0, 'light', 2340.0), (10260.0, 'bpm_4', 60.0), (12000.0, 'rem', 360.0), (12360.0, 'light', 120.0), (12480.0, 'wake', 1680.0), (13800.0, 'calories_3', 120.0), (14160.0, 'light', 1830.0), (15990.0, 'rem', 900.0), (16320.0, 'bpm_2', 12960.0), (16890.0, 'light', 3390.0), (20280.0, 'rem', 1950.0), (22230.0, 'light', 2640.0), (22980.0, 'calories_1', 27420.0), (23100.0, 'distance_1', 18000.0), (23100.0, 'steps_1', 17880.0), (24870.0, 'rem', 4440.0), (27060.0, 'bpm_3', 0.0), (27180.0, 'bpm_1', 15600.0), (29310.0, 'light', 300.0), (29610.0, 'rem', 960.0), (30570.0, 'wake', 630.0), (30660.0, 'calories_3', 1260.0), (31200.0, 'light', 120.0), (31320.0, 'SleepScore', 74.0), (40380.0, 'bpm_4', 7620.0), (40800.0, 'distance_2', 3360.0), (40800.0, 'steps_2', 3360.0), (41100.0, 'steps_1', 30840.0), (41220.0, 'distance_1', 30720.0), (43980.0, 'calories_3', 8460.0), (44460.0, 'bpm_3', 3420.0), (44520.0, 'bpm_2', 2820.0), (46860.0, 'bpm_1', 7560.0), (47640.0, 'distance_2', 9480.0), (47640.0, 'steps_2', 9660.0), (48060.0, 'calories_2', 23880.0), (48120.0, 'bpm_4', 10320.0), (50460.0, 'calories_1', 21540.0), (52500.0, 'calories_3', 18480.0), (54590.0, 'Weights', 3009000.0), (57540.0, 'distance_2', 6360.0), (57540.0, 'steps_2', 6300.0), (57900.0, 'bpm_3', 6120.0), (59100.0, 'bpm_2', 12900.0), (59400.0, 'bpm_1', 11400.0), (59760.0, 'bpm_4', 4200.0), (66420.0, 'bpm_3', 5400.0), (69480.0, 'distance_2', 1980.0), (69480.0, 'steps_2', 1980.0), (69480.0, 'bpm_4', 2280.0)]",1
"[(0.0, 'calories_1', 41460.0), (0.0, 'bpm_2', 21240.0), (60.0, 'calories_2', 21600.0), (780.0, 'calories_3', 780.0), (1080.0, 'bpm_3', 16920.0), (1500.0, 'distance_1', 24720.0), (1500.0, 'steps_1', 24720.0), (1500.0, 'bpm_1', 30420.0), (1800.0, 'wake', 30.0), (1830.0, 'light', 600.0), (2430.0, 'deep', 1470.0), (3900.0, 'light', 360.0), (4260.0, 'rem', 1740.0), (6000.0, 'light', 3180.0), (9180.0, 'rem', 1560.0), (10740.0, 'light', 2670.0), (10980.0, 'bpm_4', 7080.0), (13410.0, 'rem', 1080.0), (14460.0, 'calories_3', 1380.0), (14490.0, 'wake', 390.0), (14880.0, 'light', 960.0), (15840.0, 'SleepScore', 70.0), (21660.0, 'restless', 240.0), (21900.0, 'asleep', 4080.0), (21960.0, 'calories_2', 26160.0), (23460.0, 'bpm_2', 28140.0), (25980.0, 'restless', 60.0), (26040.0, 'asleep', 300.0), (26340.0, 'restless', 60.0), (26400.0, 'asleep', 5820.0), (26700.0, 'distance_1', 16140.0), (26700.0, 'steps_1', 15840.0), (28800.0, 'bpm_3', 15360.0), (28860.0, 'distance_2', 17340.0), (28860.0, 'steps_2', 6960.0), (29400.0, 'bpm_4', 12180.0), (32280.0, 'calories_3', 17220.0), (35460.0, 'bpm_1', 15180.0), (39060.0, 'steps_2', 7140.0), (42000.0, 'bpm_4', 6960.0), (42120.0, 'calories_1', 29640.0), (42720.0, 'steps_1', 14040.0), (43080.0, 'distance_1', 13740.0), (44520.0, 'bpm_3', 27180.0), (48660.0, 'distance_2', 10020.0), (48660.0, 'steps_2', 17460.0), (49080.0, 'calories_2', 22920.0), (49260.0, 'bpm_4', 22560.0), (49680.0, 'calories_3', 21720.0), (53340.0, 'bpm_2', 18660.0), (56820.0, 'steps_1', 15060.0), (56880.0, 'distance_1', 15000.0), (61440.0, 'bpm_1', 9840.0), (61980.0, 'distance_2', 4140.0)]",2
"[(0.0, 'calories_2', 12540.0), (0.0, 'bpm_1', 32160.0), (120.0, 'calories_3', 360.0), (240.0, 'distance_1', 8700.0), (240.0, 'steps_1', 8700.0), (240.0, 'bpm_2', 8520.0), (600.0, 'calories_1', 14940.0), (660.0, 'wake', 30.0), (690.0, 'light', 900.0), (1590.0, 'deep', 2280.0), (2520.0, 'bpm_3', 0.0), (3870.0, 'light', 1680.0), (5550.0, 'wake', 270.0), (5820.0, 'light', 120.0), (5940.0, 'wake', 1020.0), (6960.0, 'light', 780.0), (7740.0, 'wake', 210.0), (7950.0, 'light', 2460.0), (9240.0, 'calories_3', 7260.0), (10410.0, 'rem', 300.0), (10710.0, 'wake', 210.0), (10920.0, 'light', 120.0), (11040.0, 'rem', 480.0), (11520.0, 'light', 420.0), (11940.0, 'wake', 720.0), (12300.0, 'bpm_2', 15120.0), (12600.0, 'distance_1', 15960.0), (12600.0, 'steps_1', 15960.0), (12660.0, 'light', 720.0), (12960.0, 'bpm_3', 60.0), (13380.0, 'deep', 510.0), (13890.0, 'light', 300.0), (14190.0, 'deep', 1110.0), (15300.0, 'rem', 1140.0), (15600.0, 'calories_1', 19620.0), (16200.0, 'calories_2', 12900.0), (16440.0, 'wake', 420.0), (16860.0, 'light', 60.0), (16920.0, 'rem', 3210.0), (20130.0, 'light', 1770.0), (21900.0, 'wake', 210.0), (22110.0, 'light', 1020.0), (23130.0, 'rem', 1260.0), (24390.0, 'light', 4260.0), (27840.0, 'bpm_3', 20340.0), (27900.0, 'distance_2', 13740.0), (27900.0, 'steps_2', 13740.0), (27960.0, 'bpm_4', 1740.0), (28650.0, 'wake', 570.0), (28740.0, 'distance_1', 21600.0), (28740.0, 'steps_1', 21600.0), (29220.0, 'light', 570.0), (29790.0, 'wake', 540.0), (30120.0, 'bpm_2', 16980.0), (30330.0, 'light', 540.0), (30870.0, 'SleepScore', 74.0), (30960.0, 'calories_2', 22440.0), (31320.0, 'calories_3', 16080.0), (33360.0, 'bpm_1', 16200.0), (35220.0, 'bpm_4', 10500.0), (35280.0, 'calories_1', 15180.0), (45240.0, 'distance_2', 12300.0), (45240.0, 'steps_2', 12300.0), (47220.0, 'bpm_4', 11880.0), (48300.0, 'calories_3', 23520.0), (50407.0, 'Run', 2641000.0), (53100.0, 'steps_1', 18900.0), (53160.0, 'distance_1', 18840.0), (55680.0, 'bpm_1', 3900.0), (57060.0, 'bpm_3', 3960.0), (59820.0, 'calories_2', 12180.0), (59940.0, 'bpm_4', 12000.0), (60120.0, 'distance_2', 10740.0), (60120.0, 'steps_2', 10740.0), (64680.0, 'bpm_1', 6180.0), (67620.0, 'bpm_3', 4380.0)]",0
"[(0.0, 'calories_2', 24360.0), (0.0, 'distance_1', 21780.0), (0.0, 'steps_1', 21780.0), (0.0, 'bpm_3', 35760.0), (60.0, 'calories_3', 25320.0), (60.0, 'bpm_4', 21720.0), (1260.0, 'distance_2', 540.0), (1260.0, 'steps_2', 540.0), (1980.0, 'bpm_2', 30960.0), (4560.0, 'bpm_1', 0.0), (5580.0, 'calories_1', 13920.0), (5700.0, 'awake', 120.0), (5820.0, 'asleep', 4140.0), (12240.0, 'bpm_1', 60.0), (14490.0, 'light', 2340.0), (16830.0, 'deep', 300.0), (17130.0, 'light', 1290.0), (18420.0, 'rem', 1560.0), (19680.0, 'calories_1', 15960.0), (19740.0, 'bpm_1', 4800.0), (19980.0, 'wake', 330.0), (20310.0, 'light', 1050.0), (21360.0, 'deep', 1290.0), (22650.0, 'light', 1110.0), (23760.0, 'rem', 1470.0), (24840.0, 'calories_2', 27060.0), (25230.0, 'wake', 450.0), (25320.0, 'bpm_1', 7920.0), (25620.0, 'distance_1', 22680.0), (25620.0, 'steps_1', 22680.0), (25680.0, 'deep', 330.0), (26010.0, 'light', 2880.0), (28890.0, 'rem', 330.0), (29220.0, 'wake', 300.0), (29520.0, 'light', 240.0), (29760.0, 'rem', 1800.0), (31560.0, 'light', 480.0), (32040.0, 'wake', 210.0), (32160.0, 'calories_3', 39720.0), (32250.0, 'light', 1590.0), (33120.0, 'distance_2', 6840.0), (33120.0, 'steps_2', 6840.0), (33420.0, 'bpm_4', 19980.0), (33840.0, 'rem', 270.0), (34110.0, 'light', 1800.0), (35580.0, 'bpm_2', 18540.0), (35700.0, 'calories_1', 9960.0), (35820.0, 'bpm_3', 36180.0), (35910.0, 'SleepScore', 65.0), (36240.0, 'bpm_1', 6420.0), (41400.0, 'distance_2', 9540.0), (41400.0, 'steps_2', 9540.0), (43105.0, 'Walk', 6964000.0), (49980.0, 'distance_1', 22020.0), (49980.0, 'steps_1', 22020.0), (54840.0, 'calories_2', 17160.0), (54960.0, 'calories_1', 4440.0), (56160.0, 'distance_2', 2040.0), (56160.0, 'steps_2', 1620.0), (56220.0, 'bpm_1', 60.0), (56460.0, 'bpm_4', 11400.0), (57180.0, 'bpm_2', 13440.0), (64320.0, 'bpm_1', 0.0), (64440.0, 'calories_1', 5880.0)]",3
"[(0.0, 'calories_1', 16380.0), (0.0, 'bpm_2', 39180.0), (360.0, 'bpm_3', 20160.0), (720.0, 'bpm_4', 60.0), (780.0, 'distance_1', 20340.0), (780.0, 'steps_1', 20340.0), (1080.0, 'calories_2', 23040.0), (1110.0, 'wake', 240.0), (1350.0, 'light', 1230.0), (2580.0, 'wake', 480.0), (2640.0, 'calories_3', 1740.0), (3060.0, 'light', 720.0), (3780.0, 'rem', 810.0), (4380.0, 'bpm_1', 6900.0), (4590.0, 'light', 480.0), (5070.0, 'deep', 900.0), (5970.0, 'light', 480.0), (6450.0, 'deep', 1110.0), (7560.0, 'light', 990.0), (8550.0, 'rem', 300.0), (8850.0, 'light', 450.0), (9300.0, 'rem', 360.0), (9660.0, 'light', 1140.0), (10800.0, 'deep', 1110.0), (11910.0, 'light', 480.0), (12390.0, 'rem', 1440.0), (13830.0, 'light', 2130.0), (15960.0, 'deep', 330.0), (16290.0, 'light', 1230.0), (16500.0, 'calories_1', 25920.0), (17520.0, 'deep', 300.0), (17820.0, 'light', 300.0), (18120.0, 'rem', 1140.0), (19260.0, 'light', 3390.0), (22650.0, 'rem', 2100.0), (22860.0, 'bpm_1', 7080.0), (23580.0, 'distance_1', 24840.0), (23580.0, 'steps_1', 24960.0), (24720.0, 'calories_2', 18060.0), (24750.0, 'light', 1110.0), (25860.0, 'rem', 270.0), (26130.0, 'light', 990.0), (27120.0, 'rem', 3840.0), (30000.0, 'distance_2', 2520.0), (30000.0, 'steps_2', 2520.0), (30000.0, 'bpm_3', 9240.0), (30180.0, 'bpm_4', 120.0), (30960.0, 'SleepScore', 78.0), (31680.0, 'bpm_1', 7200.0), (33540.0, 'calories_3', 38160.0), (37080.0, 'distance_2', 9900.0), (37080.0, 'steps_2', 9900.0), (39300.0, 'bpm_4', 15480.0), (40009.0, 'Walk', 6759000.0), (48000.0, 'bpm_1', 7860.0), (48240.0, 'distance_2', 7260.0), (48240.0, 'steps_2', 7260.0), (48480.0, 'distance_1', 23520.0), (48600.0, 'steps_1', 23400.0), (49800.0, 'bpm_3', 22020.0), (51738.0, 'Weights', 1236000.0), (52380.0, 'calories_2', 19620.0), (54840.0, 'bpm_4', 17160.0), (55980.0, 'bpm_2', 10800.0), (57540.0, 'distance_2', 11700.0), (57540.0, 'steps_2', 4800.0), (59640.0, 'calories_1', 10620.0), (64680.0, 'bpm_1', 4200.0), (65460.0, 'steps_2', 3780.0)]",1
"[(0.0, 'calories_2', 15300.0), (0.0, 'distance_1', 24000.0), (0.0, 'steps_1', 24000.0), (0.0, 'bpm_3', 38700.0), (60.0, 'calories_3', 30360.0), (120.0, 'bpm_4', 5400.0), (1860.0, 'distance_2', 3600.0), (1860.0, 'steps_2', 3600.0), (4020.0, 'bpm_1', 10440.0), (9180.0, 'calories_1', 25800.0), (9240.0, 'wake', 270.0), (9510.0, 'light', 90.0), (9600.0, 'deep', 1950.0), (9840.0, 'bpm_4', 6300.0), (11550.0, 'light', 540.0), (12090.0, 'deep', 540.0), (12630.0, 'light', 600.0), (13230.0, 'rem', 540.0), (13770.0, 'deep', 600.0), (14370.0, 'wake', 300.0), (14670.0, 'light', 150.0), (14820.0, 'wake', 240.0), (15060.0, 'light', 5760.0), (15540.0, 'calories_2', 18240.0), (19800.0, 'bpm_4', 8820.0), (19920.0, 'bpm_2', 17760.0), (20820.0, 'deep', 1410.0), (22230.0, 'light', 1290.0), (23520.0, 'rem', 1590.0), (24180.0, 'distance_1', 25680.0), (24180.0, 'steps_1', 25680.0), (25110.0, 'light', 3750.0), (28860.0, 'rem', 780.0), (29640.0, 'light', 330.0), (29970.0, 'wake', 750.0), (30720.0, 'light', 1530.0), (32250.0, 'rem', 270.0), (32520.0, 'wake', 270.0), (32790.0, 'light', 330.0), (33120.0, 'rem', 720.0), (33840.0, 'light', 4110.0), (34500.0, 'calories_2', 18420.0), (34680.0, 'distance_2', 3300.0), (34680.0, 'steps_2', 3300.0), (35100.0, 'calories_1', 22200.0), (35160.0, 'bpm_4', 13140.0), (37020.0, 'bpm_1', 16440.0), (37950.0, 'rem', 150.0), (38100.0, 'SleepScore', 72.0), (38280.0, 'calories_3', 31320.0), (38820.0, 'bpm_3', 32580.0), (40500.0, 'bpm_2', 13260.0), (43800.0, 'distance_2', 1920.0), (43800.0, 'steps_2', 1920.0), (50760.0, 'distance_1', 21240.0), (50760.0, 'steps_1', 21240.0), (52140.0, 'distance_2', 17700.0), (52140.0, 'steps_2', 17700.0), (52200.0, 'bpm_4', 10140.0), (53040.0, 'calories_2', 18000.0), (54067.0, 'Walk', 4199000.0), (58680.0, 'bpm_2', 13320.0), (62100.0, 'bpm_1', 9720.0), (62220.0, 'calories_1', 9780.0)]",3
"[(0.0, 'calories_1', 13740.0), (0.0, 'distance_1', 19920.0), (0.0, 'steps_1', 19920.0), (0.0, 'bpm_2', 18000.0), (60.0, 'calories_2', 18420.0), (60.0, 'bpm_3', 900.0), (480.0, 'bpm_1', 8760.0), (540.0, 'calories_3', 4020.0), (720.0, 'distance_2', 120.0), (720.0, 'steps_2', 120.0), (900.0, 'bpm_4', 0.0), (4560.0, 'wake', 510.0), (5070.0, 'light', 780.0), (5850.0, 'deep', 1560.0), (7410.0, 'light', 1530.0), (8940.0, 'rem', 1020.0), (9300.0, 'bpm_1', 9060.0), (9960.0, 'light', 2010.0), (11970.0, 'deep', 1140.0), (13110.0, 'light', 2970.0), (13800.0, 'calories_1', 6900.0), (14880.0, 'bpm_4', 5040.0), (16080.0, 'rem', 1950.0), (18030.0, 'light', 330.0), (18360.0, 'calories_3', 5160.0), (18360.0, 'wake', 390.0), (18420.0, 'bpm_1', 12120.0), (18750.0, 'light', 960.0), (19260.0, 'bpm_2', 14340.0), (19320.0, 'bpm_3', 660.0), (19710.0, 'deep', 1470.0), (20760.0, 'calories_1', 16380.0), (21180.0, 'wake', 450.0), (21300.0, 'calories_2', 25080.0), (21630.0, 'light', 990.0), (22440.0, 'distance_1', 24420.0), (22440.0, 'steps_1', 24480.0), (22620.0, 'wake', 330.0), (22950.0, 'rem', 270.0), (23220.0, 'light', 30.0), (23250.0, 'wake', 330.0), (23580.0, 'light', 2160.0), (25740.0, 'rem', 930.0), (26670.0, 'light', 2460.0), (29130.0, 'rem', 330.0), (29340.0, 'bpm_3', 13980.0), (29400.0, 'distance_2', 10680.0), (29400.0, 'steps_2', 10680.0), (29460.0, 'light', 1980.0), (31440.0, 'rem', 1350.0), (32520.0, 'bpm_1', 10980.0), (32790.0, 'SleepScore', 80.0), (32880.0, 'calories_3', 19320.0), (33120.0, 'bpm_4', 13740.0), (34267.0, 'Run', 4277000.0), (40800.0, 'bpm_2', 9600.0), (40920.0, 'distance_2', 5700.0), (40920.0, 'steps_2', 5700.0), (43498.0, 'Walk', 2714000.0), (44160.0, 'calories_1', 9840.0), (46920.0, 'distance_1', 25080.0), (46920.0, 'bpm_3', 11760.0), (46980.0, 'steps_1', 25020.0), (48480.0, 'distance_2', 3780.0), (48480.0, 'steps_2', 3780.0), (48480.0, 'bpm_4', 22920.0), (50460.0, 'calories_2', 21540.0), (52860.0, 'calories_3', 18540.0), (58320.0, 'distance_2', 0.0), (58320.0, 'steps_2', 3960.0), (58740.0, 'bpm_2', 12900.0), (58860.0, 'bpm_3', 13140.0), (62100.0, 'bpm_1', 0.0), (62220.0, 'distance_2', 60.0), (71280.0, 'distance_2', 0.0), (71280.0, 'steps_2', 0.0)]",1
"[(0.0, 'calories_1', 17580.0), (0.0, 'bpm_1', 1320.0), (60.0, 'calories_2', 9600.0), (60.0, 'bpm_2', 16560.0), (300.0, 'distance_1', 19200.0), (300.0, 'steps_1', 19200.0), (1020.0, 'calories_3', 4200.0), (1380.0, 'distance_2', 60.0), (1380.0, 'steps_2', 60.0), (1440.0, 'bpm_3', 9420.0), (1620.0, 'bpm_4', 0.0), (4890.0, 'wake', 840.0), (5730.0, 'light', 480.0), (6210.0, 'deep', 3210.0), (9420.0, 'light', 180.0), (9600.0, 'rem', 390.0), (9960.0, 'calories_2', 17280.0), (9990.0, 'wake', 330.0), (10320.0, 'light', 1080.0), (11100.0, 'bpm_1', 7860.0), (11400.0, 'deep', 330.0), (11730.0, 'light', 1020.0), (12750.0, 'deep', 360.0), (13110.0, 'light', 540.0), (13650.0, 'rem', 1260.0), (14910.0, 'light', 3930.0), (16800.0, 'bpm_2', 15360.0), (17640.0, 'calories_1', 15240.0), (18840.0, 'rem', 2040.0), (19020.0, 'bpm_1', 11220.0), (20400.0, 'distance_1', 28560.0), (20400.0, 'steps_1', 28440.0), (20880.0, 'light', 3930.0), (24810.0, 'rem', 2820.0), (27630.0, 'light', 1410.0), (29040.0, 'rem', 930.0), (29580.0, 'calories_2', 17880.0), (29640.0, 'bpm_3', 14280.0), (29970.0, 'light', 1170.0), (30360.0, 'calories_3', 13680.0), (31140.0, 'wake', 480.0), (31620.0, 'bpm_4', 5580.0), (31620.0, 'light', 150.0), (31770.0, 'SleepScore', 70.0), (32580.0, 'bpm_2', 20700.0), (32640.0, 'distance_2', 2220.0), (32640.0, 'steps_2', 2220.0), (32940.0, 'calories_1', 23160.0), (33360.0, 'bpm_1', 9780.0), (40200.0, 'distance_2', 9960.0), (40200.0, 'steps_2', 9960.0), (40380.0, 'bpm_4', 14520.0), (43986.0, 'Walk', 3329000.0), (44160.0, 'calories_3', 10980.0), (47580.0, 'bpm_3', 10440.0), (48300.0, 'bpm_1', 2460.0), (48900.0, 'steps_1', 23100.0), (49080.0, 'distance_1', 22920.0), (51180.0, 'calories_2', 20820.0), (55500.0, 'bpm_4', 16500.0), (58740.0, 'calories_3', 13020.0), (59940.0, 'bpm_1', 8160.0), (60480.0, 'bpm_3', 9000.0), (71700.0, 'distance_2', 0.0), (71700.0, 'steps_2', 0.0)]",1
"[(0.0, 'calories_2', 20460.0), (0.0, 'bpm_2', 23880.0), (60.0, 'calories_1', 31740.0), (900.0, 'distance_1', 15960.0), (900.0, 'steps_1', 15960.0), (900.0, 'bpm_3', 15780.0), (1140.0, 'calories_3', 240.0), (1620.0, 'wake', 30.0), (1650.0, 'light', 240.0), (1680.0, 'bpm_1', 9840.0), (1890.0, 'deep', 2670.0), (4320.0, 'bpm_4', 0.0), (4560.0, 'light', 2160.0), (6720.0, 'deep', 450.0), (7170.0, 'light', 270.0), (7440.0, 'wake', 630.0), (8070.0, 'light', 150.0), (8220.0, 'wake', 660.0), (8880.0, 'light', 120.0), (9000.0, 'wake', 390.0), (9390.0, 'light', 870.0), (10260.0, 'deep', 1020.0), (11280.0, 'light', 150.0), (11430.0, 'deep', 450.0), (11700.0, 'bpm_1', 19200.0), (11880.0, 'light', 2220.0), (14100.0, 'deep', 360.0), (14460.0, 'light', 1980.0), (16440.0, 'rem', 900.0), (17340.0, 'light', 2580.0), (19920.0, 'rem', 2820.0), (21060.0, 'distance_1', 26160.0), (21060.0, 'steps_1', 26160.0), (22740.0, 'light', 3300.0), (23760.0, 'bpm_4', 17100.0), (24600.0, 'bpm_2', 22140.0), (24660.0, 'calories_2', 25080.0), (26040.0, 'rem', 1230.0), (27270.0, 'wake', 450.0), (27300.0, 'calories_3', 19620.0), (27540.0, 'distance_2', 15000.0), (27540.0, 'steps_2', 1740.0), (27720.0, 'rem', 1020.0), (28380.0, 'bpm_3', 18900.0), (28740.0, 'wake', 300.0), (29040.0, 'light', 360.0), (29400.0, 'wake', 480.0), (29880.0, 'light', 270.0), (30150.0, 'wake', 360.0), (30510.0, 'SleepScore', 73.0), (33420.0, 'calories_1', 16860.0), (34080.0, 'steps_2', 8460.0), (35460.0, 'bpm_1', 10440.0), (36624.0, 'Weights', 3060000.0), (46980.0, 'bpm_4', 8280.0), (47040.0, 'distance_2', 7560.0), (47040.0, 'steps_2', 7560.0), (47392.0, 'Walk', 5070000.0), (48360.0, 'calories_3', 11100.0), (48420.0, 'distance_1', 23520.0), (48420.0, 'steps_1', 23520.0), (49860.0, 'calories_2', 21720.0), (52680.0, 'bpm_3', 19260.0), (55380.0, 'bpm_4', 16500.0), (56700.0, 'distance_2', 15120.0), (56700.0, 'steps_2', 7680.0), (57180.0, 'bpm_2', 14820.0), (58380.0, 'bpm_1', 12180.0), (60300.0, 'calories_3', 11700.0), (60780.0, 'calories_1', 10680.0), (66180.0, 'steps_2', 5640.0)]",1
